title	label1	label2	label3
The Cold Moon (Lincoln Rhyme, #7)	mystery	thriller	crime
The Moor's Last Sigh	fiction	india	literature
The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe	memoir	history	non-fiction
Girl With Curious Hair	fiction	literature	short-stories
Rita Hayworth and Shawshank Redemption: A Story from Different Seasons	fiction	short-stories	horror
Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection	non-fiction	humor	health
The Revenge of the Baby-Sat	humor	fiction	graphic-novels
The Case-Book of Sherlock Holmes	short-stories	crime	historical-fiction
Ghostgirl (Ghostgirl, #1)	paranormal	ghosts	supernatural
I've Got You Under My Skin (Under Suspicion, #1)	mystery	fiction	suspense
Fables, Vol. 10: The Good Prince	fantasy	comics	graphic-novels
The Secret Between Us	fiction	chick-lit	drama
Red Phoenix (Red Phoenix #1)	fiction	thriller	military-fiction
Never Look Away	thriller	mystery	fiction
Your Heart Belongs to Me	horror	mystery	crime
Shadow Fires	horror	suspense	thriller
Victory of Eagles (Temeraire, #5)	fantasy	dragons	historical-fiction
Knife Edge (Noughts & Crosses, #2)	young-adult	dystopia	fiction
The Blood Gospel (The Order of the Sanguines, #1)	thriller	fiction	mystery
Fallen Crest Public (Fallen Crest High, #3)	romance	new-adult	high-school
I Am Not Myself These Days	memoir	non-fiction	lgbt
Sometimes It Happens	young-adult	romance	contemporary
Bones Are Forever (Temperance Brennan, #15)	mystery	crime	fiction
Deerskin	fantasy	fairy-tales	young-adult
Dispatches	non-fiction	history	war
The Troubled Man (Kurt Wallander, #10)	mystery	crime	fiction
Sleepers	fiction	non-fiction	crime
The Work of Art in the Age of Its Technological Reproducibility, and Other Writings on Media	art	philosophy	non-fiction
Pretend You Don't See Her	mystery	fiction	suspense
Going Rogue: An American Life	biography	non-fiction	politics
The Cake Mix Doctor	cookbooks	cooking	non-fiction
The Monstrumologist (The Monstrumologist, #1)	horror	young-adult	fantasy
The Path to Power (The Years of Lyndon Johnson, #1)	biography	history	non-fiction
Depraved Heart (Kay Scarpetta, #23)	mystery	fiction	crime
The Education of Little Tree	fiction	historical-fiction	young-adult
Intertwined (Intertwined, #1)	young-adult	paranormal	vampires
In Watermelon Sugar	fiction	classics	20th-century
My Life with the Walter Boys (My Life with the Walter Boys #1)	young-adult	contemporary	romance
Burning For Revenge (Tomorrow, #5)	young-adult	fiction	war
Love You to Death: The Unofficial Companion to the Vampire Diaries	vampires	fantasy	non-fiction
The Husband's Secret Free Preview	fiction	contemporary	mystery
Hourglass (Hourglass, #1)	young-adult	paranormal	time-travel
Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace	business	non-fiction	psychology
Play of Passion (Psy-Changeling #9)	paranormal-romance	paranormal	romance
Fury (New Species, #1)	paranormal	paranormal-romance	romance
Epileptic	graphic-novels	comics	memoir
August: Osage County	plays	drama	theatre
Mountain of Black Glass (Otherland, #3)	fantasy	science-fiction	fiction
Mr. Churchill's Secretary (Maggie Hope Mystery, #1)	mystery	historical-fiction	fiction
Lost	fantasy	fiction	mystery
The Prestige	fiction	fantasy	historical-fiction
Rhett Butler's People	historical-fiction	fiction	romance
Angels in America	plays	drama	fiction
Anil's Ghost	fiction	historical-fiction	literature
Winter Moon	horror	fiction	thriller
The Will (Magdalene, #1)	romance	contemporary-romance	contemporary
A Grimm Warning (The Land of Stories, #3)	fantasy	middle-grade	fairy-tales
Spell or High Water (Magic 2.0, #2)	fantasy	fiction	science-fiction
The Billionaire Wins the Game (Billionaire Bachelors, #1)	romance	contemporary	contemporary-romance
Never Love a Highlander (McCabe Trilogy, #3)	historical-romance	romance	historical
The Pragmatic Programmer: From Journeyman to Master	programming	computer-science	non-fiction
Supernova: Petir	fiction	fantasy	science-fiction
Babylon's Ashes (The Expanse, #6)	science-fiction	fiction	space-opera
Wrong Bed, Right Guy (Come Undone, #1)	romance	contemporary-romance	contemporary
Drop City	fiction	novels	historical-fiction
Y: The Last Man - The Deluxe Edition Book One	graphic-novels	comics	science-fiction
Candy Girl: A Year in the Life of an Unlikely Stripper	non-fiction	memoir	biography
حول العالم في 200 يوم	travel	non-fiction	novels
Alert (Michael Bennett, #8)	thriller	crime	mystery
Unattainable (Undeniable, #3)	dark	contemporary	romance
The Painter	fiction	art	literary-fiction
Close Encounters Of The Third Kind	science-fiction	fiction	adventure
Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)	horror	fiction	fantasy
The Berenstain Bears Forget Their Manners	childrens	picture-books	fiction
Hot Ticket (Sinners on Tour, #3)	romance	erotica	contemporary
The Search (Eve Duncan, #3)	mystery	suspense	fiction
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry	fantasy	fiction	young-adult
Zami: A New Spelling of My Name	memoir	feminism	non-fiction
The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1)	manga	graphic-novels	fantasy
Hafalan Shalat Delisa	fiction	islam	drama
Sixth Grave on the Edge (Charley Davidson, #6)	urban-fantasy	paranormal	romance
The Royal Ranger (Ranger's Apprentice, #12)	fantasy	young-adult	adventure
The Submission	fiction	contemporary	historical-fiction
The Lord of the Rings Sketchbook	art	fantasy	non-fiction
Glimmerglass (Faeriewalker, #1)	fantasy	young-adult	paranormal
Don't Blink	mystery	fiction	crime
Shadows over Innsmouth	horror	fiction	fantasy
The Tin Roof Blowdown (Dave Robicheaux, #16)	mystery	fiction	crime
The Death of Bunny Munro	fiction	contemporary	novels
Flat Stanley (Flat Stanley, #1)	childrens	fantasy	picture-books
Winter's Passage (Iron Fey, #1.5)	fantasy	young-adult	paranormal
Freight Train	picture-books	childrens	trains
Rosemary: The Hidden Kennedy Daughter	non-fiction	biography	history
Faith	fiction	religion	adult-fiction
Bite Me If You Can (Argeneau #6)	paranormal-romance	romance	vampires
The Golden Dynasty (Fantasyland, #2)	fantasy	romance	paranormal
Moonlight Becomes You	mystery	fiction	suspense
A Corner of the Universe	young-adult	realistic-fiction	fiction
The Ice Queen	fiction	magical-realism	fantasy
The Folk of the Faraway Tree (The Faraway Tree, #3)	classics	fantasy	childrens
City on Fire	fiction	historical-fiction	abandoned
The Flame and the Flower	romance	historical-romance	historical
Exile's Return (Conclave of Shadows, #3)	fantasy	fiction	epic-fantasy
Princess of Glass (The Princesses of Westfalin Trilogy, #2)	fantasy	young-adult	fairy-tales
Preach My Gospel: A Guide To Missionary Service	lds	religion	church
The Last Dragonslayer (The Chronicles of Kazam, #1)	fantasy	young-adult	fiction
Orientalism	non-fiction	history	philosophy
Like a Fire Burning (The Work and the Glory, #2)	historical-fiction	lds	lds-fiction
Friends and Lovers	african-american	fiction	romance
Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)	fantasy	childrens	fiction
Contest	thriller	fiction	action
Songbook	music	non-fiction	essays
The Greatest Generation	history	non-fiction	biography
The Minority Report	fiction	dystopia	science-fiction
Luck in the Shadows (Nightrunner, #1)	lgbt	fiction	high-fantasy
The Lemonade War (The Lemonade War, #1)	realistic-fiction	fiction	childrens
The Knight at Dawn (Magic Tree House, #2)	childrens	fantasy	fiction
The Arrangement: The Ferro Family (The Arrangement, #1)	new-adult	erotica	contemporary
Winter in Tokyo	romance	fiction	young-adult
Help for the Haunted	mystery	fiction	horror
Death Note, Vol. 6: Give-and-Take (Death Note, #6)	manga	graphic-novels	comics
The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians, #1)	graphic-novels	fantasy	mythology
Mrs. Kennedy and Me: An Intimate Memoir	non-fiction	biography	memoir
Shoeless Joe	fiction	sports	baseball
When Crickets Cry	fiction	christian-fiction	christian
This Changes Everything: Capitalism vs. The Climate	non-fiction	politics	environment
Aloha from Hell (Sandman Slim, #3)	urban-fantasy	fantasy	horror
Until Lilly (Until, #3)	romance	contemporary-romance	contemporary
A Walk Across America	non-fiction	travel	memoir
Try Me (One Night with Sole Regret, #1)	romance	erotica	contemporary
All Souls: A Family Story from Southie	non-fiction	memoir	history
Wizard at Large (Magic Kingdom of Landover, #3)	fantasy	fiction	magic
The Bad Seed	horror	fiction	classics
Connected (Connections, #1)	romance	new-adult	contemporary
Angel Fire (Angel, #2)	angels	young-adult	fantasy
Growing Up Amish	non-fiction	memoir	biography
Taking Shots (Assassins, #1)	romance	sports	sports-romance
Sweet Addiction (Sweet Addiction, #1)	romance	contemporary	contemporary-romance
Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon	non-fiction	history	young-adult
Maximum City: Bombay Lost and Found	india	non-fiction	travel
Bambi	childrens	picture-books	fiction
The Last Wife of Henry VIII	historical-fiction	fiction	historical
The Complete Tales and Poems	classics	poetry	horror
Gideon's Sword (Gideon Crew, #1)	thriller	fiction	mystery
A Caribbean Mystery (Miss Marple, #10)	mystery	fiction	crime
Accident	fiction	romance	chick-lit
George Washington's Secret Six: The Spy Ring That Saved the American Revolution	history	non-fiction	american-history
When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)	historical-fiction	fiction	historical
Pinocchio	childrens	picture-books	classics
Great North Road	science-fiction	fiction	mystery
Fall From Grace (Mad World, #1)	paranormal	angels	romance
The Complete Short Novels	fiction	classics	short-stories
The Berenstain Bears Go to School	childrens	picture-books	fiction
Curious George Takes a Job	childrens	picture-books	fiction
Superman for All Seasons	graphic-novels	comics	superman
La casa de Bernarda Alba	plays	theatre	classics
Retribution (Dark-Hunter, #19)	paranormal-romance	paranormal	romance
Glue	fiction	contemporary	novels
Unhinged (Splintered, #2)	fantasy	young-adult	romance
How to Fall in Love	romance	chick-lit	fiction
Until You (Westmoreland, #3)	historical-romance	romance	historical
Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)	forgotten-realms	fantasy	fiction
Streams in the Desert	christian	non-fiction	faith
Venom (Elemental Assassin, #3)	urban-fantasy	fantasy	paranormal
The Shadowhunter's Codex	fantasy	young-adult	paranormal
Tennis Shoes Among the Nephites (Tennis Shoes, #1)	lds	lds-fiction	young-adult
Blue is for Nightmares (Blue is for Nightmares, #1)	young-adult	fantasy	paranormal
Carrie / 'Salem's Lot / The Shining	horror	fiction	classics
Personal Demon (Women of the Otherworld, #8)	urban-fantasy	paranormal	fantasy
The Way of Kings, Part 1 (The Stormlight Archive #1.1)	fantasy	fiction	magic
The Christmas List	christmas	fiction	holiday
How to Make Love Like a Porn Star: A Cautionary Tale	non-fiction	biography	memoir
The Tenth Justice	fiction	mystery	thriller
Stella Bain	historical-fiction	fiction	historical
Dark Days (Skulduggery Pleasant, #4)	fantasy	young-adult	urban-fantasy
The Green Mile, Part 3: Coffey's Hands	horror	fiction	thriller
Jacob (Nightwalkers, #1)	paranormal-romance	paranormal	romance
You Slay Me (Aisling Grey #1)	paranormal	romance	paranormal-romance
Perfect	fiction	contemporary	historical-fiction
Clifford's Halloween	halloween	childrens	picture-books
Lyra's Oxford (His Dark Materials, #3.5)	young-adult	fiction	short-stories
If I Die (Soul Screamers, #5)	young-adult	paranormal	fantasy
Private Berlin (Private #5)	mystery	fiction	thriller
The Other Daughter	mystery	suspense	thriller
Amazing Grace	picture-books	childrens	realistic-fiction
The Redemption of Althalus	fantasy	fiction	epic-fantasy
Slammerkin	historical-fiction	fiction	historical
Simply Irresistible (Chinooks Hockey Team, #1)	romance	contemporary-romance	sports
About That Night (FBI/US Attorney, #3)	romance	contemporary-romance	contemporary
Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)	manga	romance	graphic-novels
On the Night You Were Born	childrens	fiction	animals
MWF Seeking BFF: My Yearlong Search For A New Best Friend	non-fiction	memoir	chick-lit
Skin Deep (Legion, #2)	fantasy	science-fiction	fiction
Wicked (A Wicked Saga, #1)	fae	fantasy	young-adult
Insatiable (Insatiable, #1)	vampires	romance	paranormal
Where I Belong (Alabama Summer, #1)	romance	new-adult	contemporary
Back on Blossom Street (Blossom Street, #4)	romance	fiction	chick-lit
Hector and the Search for Happiness	fiction	psychology	contemporary
Between, Georgia	fiction	chick-lit	southern
Faking It (Dempseys, #2)	romance	chick-lit	contemporary-romance
Underground: The Tokyo Gas Attack and the Japanese Psyche	non-fiction	japan	history
The Twentieth Wife (Taj Mahal Trilogy, #1)	historical-fiction	india	fiction
Captured (The Captive, #1)	vampires	paranormal	romance
Split Infinity  (Apprentice Adept #1)	fantasy	science-fiction	fiction
Sex God: Exploring the Endless Connections between Sexuality and Spirituality	non-fiction	christian	religion
A Vintage Affair	fiction	chick-lit	romance
The Buddha of Suburbia	fiction	contemporary	novels
Breathe (Breathe, #1)	young-adult	dystopia	science-fiction
The Voice of the Night	suspense	horror	mystery-thriller
The Girl from Krakow	historical-fiction	fiction	historical
Justice: What's the Right Thing to Do?	non-fiction	politics	philosophy
13 Hours: The Inside Account of What Really Happened In Benghazi	non-fiction	history	war
Succubus Shadows (Georgina Kincaid, #5)	urban-fantasy	paranormal	fantasy
Roses	historical-fiction	romance	fiction
Crazy For You	romance	chick-lit	contemporary-romance
Letter to My Daughter	non-fiction	poetry	memoir
The Post-Birthday World	fiction	contemporary	abandoned
The Man Who Walked Between the Towers	picture-books	non-fiction	childrens
City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)	fantasy	young-adult	romance
The Double	fiction	portugal	literature
Thorn Queen (Dark Swan, #2)	urban-fantasy	fantasy	paranormal
Lost & Found (Rocky Pelligrino, #1)	fiction	animals	dogs
The Tale of Mrs. Tiggy-Winkle	childrens	picture-books	fiction
For Love of Evil (Incarnations of Immortality, #6)	fiction	fantasy	science-fiction
Blackberry Winter	fiction	historical-fiction	mystery
Trouble Is My Business	mystery	fiction	crime
An Acceptable Time (A Wrinkle in Time Quintet, #5)	fantasy	young-adult	fiction
The Third Secret	fiction	thriller	mystery
Charlie Bone and the Shadow (The Children of the Red King, #7)	fantasy	young-adult	fiction
Love Bites (Argeneau #2)	paranormal-romance	romance	paranormal
Hard Choices	non-fiction	politics	biography
Batman: No Man's Land, Vol. 1	comics	graphic-novels	batman
The End of Poverty	economics	non-fiction	politics
Half Blood Blues	fiction	historical-fiction	war
The Kindness of Strangers	fiction	contemporary	mystery
Emmy & Oliver	young-adult	contemporary	romance
The Sculptor	graphic-novels	comics	fiction
Roller Girl	graphic-novels	middle-grade	realistic-fiction
The Best Nest	childrens	fiction	animals
Beyond Exile (Day by Day Armageddon,# 2)	horror	fiction	post-apocalyptic
Braveheart	historical-fiction	fiction	movies
Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)	graphic-novels	comics	fantasy
Call Me by Your Name	lgbt	fiction	romance
Fugitive Pieces	fiction	historical-fiction	war
Armageddon's Children (Genesis of Shannara, #1)	fantasy	fiction	post-apocalyptic
